,Event Date,# Shows,Headliner,Support,Venue,City,State,Country,Market,Currency,Promoter,Genre,Avg. Tickets Sold,Avg. Gross USD,Avg. Event Capacity,Avg. Capacity Sold,Ticket Price Min,Ticket Price Max,Ticket Price Avg. USD,Month,Location,yt name,yt Channel ID,yt Title,yt Description,yt Published At,yt View Count,yt Subscriber Count,yt Video Count,sp artist_name,sp artist_genre,sp followers,sp popularity,name,sales,gaondigital_times,gaondigital_firsts,yawards_total,Total_Population_City,Total_Asian_Population_City,Asian_Percentage_City,County,Total_Population_County,Total_Asian_Population_County,Asian_Percentage_County,day_of_week,is_holiday,Total population_state,Asian alone population_state,Asian percentage_state
223,2014-04-22,1,B.A.P.,,Microsoft Theater,Los Angeles,California,United States,Los Angeles,US DOLLAR,AEG Presents,"Asian Pop, Pop / Rock","2,770",239080.0,"6,882",40%,45.00,135.00,86.31,4,Los Angeles_California_United States,B.A.P.,UCjNqz4xqatELyN_UaEUjBrQ,BAP!,"IP: mc.bapserveris.lt
Versija: 1.20 - 1.20.2

BAP - nugalėk kitus ir tapk geriausiu!


Tai yra oficialus BAP kanalas, kur rasite kaip daryti įvairius dalykus Minecraft serveryje.

Daugiau informacijos atrasite mūsų svetainėje ir Discorde:
https://bapserveris.lt/
https://www.discord.io/BAPP


Socialiniai tinklai:
TikTok: https://www.tiktok.com/@bapserveris77
Facebook: https://www.facebook.com/BAPSERVER

",2020-06-27T21:10:45.37742Z,344182.0,2950.0,181.0,B.A.P.,[],6.0,17.0,B.A.P,818075.0,59.0,0.0,4.0,3881041.0,458721.0,11.819535016507167,Los Angeles,10014009.0,1499984.0,14.978856120460843,1,False,39538223.0,6085947.0,15.392565821686018
234,2023-01-24,1,P1harmony,,Fillmore Auditorium,Denver,Colorado,United States,Denver,US DOLLAR,Live Nation,Asian Pop,"2,151",164012.0,"3,700",58%,69.50,149.50,76.25,1,Denver_Colorado_United States,P1harmony,UCe-XzQhLaq4zS_mPXzuc_2Q,P1Harmony,"P1Harmony Official YouTube Channel
피원하모니 공식 유튜브 계정입니다.",2020-08-25T09:49:33.713788Z,122917524.0,1050000.0,1078.0,P1harmony,"['k-pop', 'k-pop boy group']",1106357.0,64.0,P1Harmony,948637.0,0.0,0.0,0.0,710800.0,25450.0,3.580472706809229,Denver,715522.0,27875.0,3.895757223397743,1,False,5773714.0,199827.0,3.4609784966834174
244,2023-06-28,2,Twice,,United Center,Chicago,Illinois,United States,Chicago,US DOLLAR,Live Nation,Asian Pop,"11,131",1717124.0,"11,131",100%,55.50,225.50,154.26,6,Chicago_Illinois_United States,Twice,UCzgxx_DM2Dcb9Y1spb9mUJA,TWICE,TWICE Official YouTube Channel,2016-03-27T15:48:08Z,6085426852.0,17100000.0,1499.0,Twice,"['k-pop', 'k-pop girl group', 'pop']",19946445.0,81.0,Twice,12293918.0,595.0,15.0,43.0,2721914.0,190801.0,7.009810008692413,Cook,5275541.0,413271.0,7.833717906845952,2,False,12812508.0,754878.0,5.891727052970426
246,2023-04-24,1,Radwimps,,Riviera Theatre,Chicago,Illinois,United States,Chicago,US DOLLAR,Jam Productions,Asian Pop,"2,533",111117.0,"2,533",100%,39.00,94.00,43.87,4,Chicago_Illinois_United States,Radwimps,UCIVqvhyo8ttjYOmMJuhq_YQ,RADWIMPS,"Vocal / Guitar / Piano
野田洋次郎　Yojiro Noda
Guitar
桑原彰　Akira Kuwahara
Bass
武田祐介　Yusuke Takeda
Drum
山口智史　Satoshi Yamaguchi
",2009-03-17T09:39:28Z,2231417324.0,2910000.0,403.0,Radwimps,"['j-pop', 'j-rock', 'visual kei']",3867699.0,73.0,,,,,,2721914.0,190801.0,7.009810008692413,Cook,5275541.0,413271.0,7.833717906845952,0,False,12812508.0,754878.0,5.891727052970426
247,2023-03-16,1,CIX,,Radius,Chicago,Illinois,United States,Chicago,US DOLLAR,FM Entertainment,Asian Pop,703,63041.0,"3,800",19%,55.00,125.00,89.67,3,Chicago_Illinois_United States,CIX,UCuaslC77K-NmCy8Xwk7x0hA,CIX Official,C9Entertainment CIX Official Youtube,2019-01-08T10:04:21Z,234190992.0,1040000.0,654.0,CIX,['k-pop'],614765.0,48.0,CIX,677897.0,0.0,0.0,0.0,2721914.0,190801.0,7.009810008692413,Cook,5275541.0,413271.0,7.833717906845952,3,False,12812508.0,754878.0,5.891727052970426
248,2023-01-29,1,P1harmony,,Chicago Theatre,Chicago,Illinois,United States,Chicago,US DOLLAR,"(In-House Promotion), Sean Healy Presents",Asian Pop,"3,424",399545.35,"3,535",97%,62.50,203.50,116.69,1,Chicago_Illinois_United States,P1harmony,UCe-XzQhLaq4zS_mPXzuc_2Q,P1Harmony,"P1Harmony Official YouTube Channel
피원하모니 공식 유튜브 계정입니다.",2020-08-25T09:49:33.713788Z,122917524.0,1050000.0,1078.0,P1harmony,"['k-pop', 'k-pop boy group']",1106357.0,64.0,P1Harmony,948637.0,0.0,0.0,0.0,2721914.0,190801.0,7.009810008692413,Cook,5275541.0,413271.0,7.833717906845952,6,False,12812508.0,754878.0,5.891727052970426
249,2022-11-07,1,ITZY,,Rosemont Theatre,Rosemont,Illinois,United States,Chicago,US DOLLAR,Live Nation,Asian Pop,"4,297",438935.0,"4,297",100%,57.50,157.50,102.15,11,Rosemont_Illinois_United States,ITZY,UCDhM2k2Cua-JdobAh5moMFg,ITZY,"ITZY ""BORN TO BE""
https://ITZY.lnk.to/BORNTOBE

📌Release
2024.01.08 MON 6PM (KST) | 4AM (EST)

#ITZY #MIDZY 
#ITZYComeback
#ITZY_BORNTOBE
#ITZY_UNTOUCHABLE
",2019-01-14T08:52:03Z,2784964533.0,9110000.0,1528.0,ITZY,"['k-pop', 'k-pop girl group']",7092547.0,73.0,ITZY,5446850.0,179.0,0.0,6.0,3864.0,163.0,4.2184265010351965,Cook,5275541.0,413271.0,7.833717906845952,0,False,12812508.0,754878.0,5.891727052970426
251,2022-08-25,1,SEVENTEEN,,United Center,Chicago,Illinois,United States,Chicago,US DOLLAR,"HYBE, Live Nation",Asian Pop,"12,421",1401889.0,"13,108",95%,59.50,179.50,112.86,8,Chicago_Illinois_United States,SEVENTEEN,UCfkXDY7vwkcJ8ddFGz8KusA,SEVENTEEN,"#SEVENTEEN Official Youtube
#세븐틴 공식 유튜브
",2012-11-16T08:20:35Z,5396738590.0,11000000.0,1959.0,SEVENTEEN,"['k-pop', 'k-pop boy group']",11191473.0,79.0,Seventeen,33378003.0,290.0,1.0,48.0,2721914.0,190801.0,7.009810008692413,Cook,5275541.0,413271.0,7.833717906845952,3,False,12812508.0,754878.0,5.891727052970426
254,2022-06-01,1,The Boyz,,Rosemont Theatre,Rosemont,Illinois,United States,Chicago,US DOLLAR,Dream Maker Entertainment,Asian Pop,"2,813",375467.0,"3,000",94%,89.00,179.00,133.48,6,Rosemont_Illinois_United States,The Boyz,UCkJ1rbOrsyPfBuHNfnLPm-Q,THE BOYZ,THE BOYZ Official YouTube,2017-02-24T13:42:24Z,860749024.0,2230000.0,1253.0,The Boyz,"['k-pop', 'k-pop boy group']",2861075.0,61.0,The Boyz,4660262.0,13.0,0.0,7.0,3864.0,163.0,4.2184265010351965,Cook,5275541.0,413271.0,7.833717906845952,2,False,12812508.0,754878.0,5.891727052970426
255,2022-05-28,2,Monsta X,,Chicago Theatre,Chicago,Illinois,United States,Chicago,US DOLLAR,MSG Entertainment,"Asian Pop, World","3,290",370841.0,"3,516",94%,53.00,203.00,112.72,5,Chicago_Illinois_United States,Monsta X,UCZvCP6sWj75MwpUP4LVtpNw,MONSTA X,,2017-11-14T09:07:19Z,610146290.0,2570000.0,791.0,Monsta X,"['k-pop', 'k-pop boy group']",5163312.0,61.0,MONSTA X,3905428.0,4.0,0.0,22.0,2721914.0,190801.0,7.009810008692413,Cook,5275541.0,413271.0,7.833717906845952,5,False,12812508.0,754878.0,5.891727052970426
257,2020-02-05,1,Stray Kids,,Rosemont Theatre,Rosemont,Illinois,United States,Chicago,US DOLLAR,Subkulture Entertainment,"Asian Pop, World","3,595",476134.0,"3,800",95%,69.00,199.00,132.44,2,Rosemont_Illinois_United States,Stray Kids,UC9rMiEjNaCSsebs31MRDCRA,Stray Kids,Stray Kids Official YouTube,2017-05-12T03:28:10Z,4777572477.0,16100000.0,1026.0,Stray Kids,"['k-pop', 'k-pop boy group', 'pop']",15053281.0,82.0,Stray Kids,21175461.0,12.0,0.0,17.0,3864.0,163.0,4.2184265010351965,Cook,5275541.0,413271.0,7.833717906845952,2,False,12812508.0,754878.0,5.891727052970426
258,2019-12-07,1,"""B96 Jingle Bash""","Camila Cabello, Monsta X, Marshmello, Katy Perry, Normani, AJ Mitchell, NCT 127, Lil Tecca",Allstate Arena,Rosemont,Illinois,United States,Chicago,US DOLLAR,B96 FM / Entercom,RB / Soul,"10,092",822750.0,"11,000",92%,85.00,195.00,81.52,12,Rosemont_Illinois_United States,"""B96 Jingle Bash""",UCAnQoz5XlxxoBdysEiyuyDg,Phedra Wade,,2012-11-19T00:33:30Z,38.0,0.0,2.0,"""B96 Jingle Bash""",[],3575.0,25.0,,,,,,3864.0,163.0,4.2184265010351965,Cook,5275541.0,413271.0,7.833717906845952,5,False,12812508.0,754878.0,5.891727052970426
259,2019-09-22,1,Day6,,Rosemont Theatre,Rosemont,Illinois,United States,Chicago,US DOLLAR,"JYP Entertainment, Subkulture Entertainment","Asian Pop, World","2,362",300318.0,"3,000",79%,69.00,199.00,127.15,9,Rosemont_Illinois_United States,Day6,UCp-pqXsizklX3ZHvLxXyhxw,DAY6,DAY6 Official YouTube,2016-03-23T02:09:52Z,783365000.0,1970000.0,616.0,Day6,"['k-pop', 'k-pop boy group']",3203202.0,67.0,Day6,574924.0,51.0,0.0,1.0,3864.0,163.0,4.2184265010351965,Cook,5275541.0,413271.0,7.833717906845952,6,False,12812508.0,754878.0,5.891727052970426
260,2019-08-06,1,Monsta X,,Rosemont Theatre,Rosemont,Illinois,United States,Chicago,US DOLLAR,"AEG Presents, Goldenvoice","Asian Pop, World","4,144",499957.0,"4,144",100%,59.00,199.00,120.65,8,Rosemont_Illinois_United States,Monsta X,UCZvCP6sWj75MwpUP4LVtpNw,MONSTA X,,2017-11-14T09:07:19Z,610146290.0,2570000.0,791.0,Monsta X,"['k-pop', 'k-pop boy group']",5163312.0,61.0,MONSTA X,3905428.0,4.0,0.0,22.0,3864.0,163.0,4.2184265010351965,Cook,5275541.0,413271.0,7.833717906845952,1,False,12812508.0,754878.0,5.891727052970426
261,2019-05-11,2,BTS,,Soldier Field,Chicago,Illinois,United States,Chicago,US DOLLAR,Live Nation,"Asian Pop, Rap / HipHop","44,078",6672897.5,"44,078",100%,55.00,250.00,151.39,5,Chicago_Illinois_United States,BTS,UCLkAepWjdylmXSltofFvsYQ,BANGTANTV,This is the official YouTube channel of BTS. 방탄소년단 공식 유튜브 채널 입니다.,2012-12-17T03:20:38Z,22738385172.0,77800000.0,2492.0,BTS,"['k-pop', 'k-pop boy group', 'pop']",72498170.0,87.0,BTS,39771925.0,2225.0,24.0,155.0,2721914.0,190801.0,7.009810008692413,Cook,5275541.0,413271.0,7.833717906845952,5,False,12812508.0,754878.0,5.891727052970426
263,2019-04-24,1,BLACKPINK,,Allstate Arena,Rosemont,Illinois,United States,Chicago,US DOLLAR,"AEG Presents, Goldenvoice",Asian Pop,"11,417",1815062.0,"11,417",100%,63.50,253.50,158.98,4,Rosemont_Illinois_United States,BLACKPINK,UCOmHUn--16B90oW2L6FRR3A,BLACKPINK,"BLACKPINK Official YouTube Channel
블랙핑크 공식 유튜브 채널입니다.

JISOO, JENNIE, ROSÉ, LISA
지수, 제니, 로제, 리사",2016-06-29T03:15:23Z,35298765519.0,93500000.0,596.0,BLACKPINK,"['k-pop', 'k-pop girl group', 'pop']",48492443.0,81.0,Blackpink,6073383.0,577.0,8.0,26.0,3864.0,163.0,4.2184265010351965,Cook,5275541.0,413271.0,7.833717906845952,2,False,12812508.0,754878.0,5.891727052970426
264,2019-02-15,1,Red Velvet,,Chicago Theatre,Chicago,Illinois,United States,Chicago,US DOLLAR,Subkulture Entertainment,"Asian Pop, World","3,453",485723.2,"3,453",100%,69.00,199.00,140.67,2,Chicago_Illinois_United States,Red Velvet,UCk9GmdlDTBfgGRb7vXeRMoQ,Red Velvet,"WENDY 【Wish You Hell - The 2nd Mini Album】

Welcome to Red Velvet official YouTube Channel",2014-07-23T13:12:45Z,1633341609.0,5430000.0,405.0,Red Velvet,"['k-pop', 'k-pop girl group']",9012919.0,71.0,Red Velvet,4955389.0,512.0,3.0,19.0,2721914.0,190801.0,7.009810008692413,Cook,5275541.0,413271.0,7.833717906845952,4,False,12812508.0,754878.0,5.891727052970426
265,2019-01-24,1,Winner,,Rosemont Theatre,Rosemont,Illinois,United States,Chicago,US DOLLAR,Live Nation,Asian Pop,"1,875",219580.5,"2,200",85%,49.50,157.50,117.11,1,Rosemont_Illinois_United States,Winner,UCayQxFAoFCvGariuQCtHRGQ,WINNER,"WINNER Official YouTube Channel
위너 공식 유튜브 채널입니다.

YOON, JINU, HOONY, MINO
강승윤, 김진우, 이승훈, 송민호",2013-12-10T02:42:56Z,1541136371.0,4060000.0,639.0,Winner,"['k-pop', 'k-pop boy group']",2449976.0,53.0,Winner,1032476.0,321.0,2.0,5.0,3864.0,163.0,4.2184265010351965,Cook,5275541.0,413271.0,7.833717906845952,3,False,12812508.0,754878.0,5.891727052970426
266,2018-07-20,1,Monsta X,,Rosemont Theatre,Rosemont,Illinois,United States,Chicago,US DOLLAR,"AEG Presents, Powerhouse Live","Asian Pop, World","4,270",392320.0,"4,270",100%,55.00,195.00,91.88,7,Rosemont_Illinois_United States,Monsta X,UCZvCP6sWj75MwpUP4LVtpNw,MONSTA X,,2017-11-14T09:07:19Z,610146290.0,2570000.0,791.0,Monsta X,"['k-pop', 'k-pop boy group']",5163312.0,61.0,MONSTA X,3905428.0,4.0,0.0,22.0,3864.0,163.0,4.2184265010351965,Cook,5275541.0,413271.0,7.833717906845952,4,False,12812508.0,754878.0,5.891727052970426
268,2018-04-29,1,Red Velvet,,Rosemont Theatre,Rosemont,Illinois,United States,Chicago,US DOLLAR,Subkulture Entertainment,"Asian Pop, World","2,648",283842.0,"2,932",90%,59.00,179.00,107.19,4,Rosemont_Illinois_United States,Red Velvet,UCk9GmdlDTBfgGRb7vXeRMoQ,Red Velvet,"WENDY 【Wish You Hell - The 2nd Mini Album】

Welcome to Red Velvet official YouTube Channel",2014-07-23T13:12:45Z,1633341609.0,5430000.0,405.0,Red Velvet,"['k-pop', 'k-pop girl group']",9012919.0,71.0,Red Velvet,4955389.0,512.0,3.0,19.0,3864.0,163.0,4.2184265010351965,Cook,5275541.0,413271.0,7.833717906845952,6,False,12812508.0,754878.0,5.891727052970426
269,2017-09-03,1,Taeyang,,Aragon Ballroom,Chicago,Illinois,United States,Chicago,US DOLLAR,"Kpopme Entertainment, Live Nation","Asian Pop, World","1,756",303250.0,"4,873",36%,150.00,200.00,172.69,9,Chicago_Illinois_United States,Taeyang,UCDJnRpq0DnQhrwi1ruuQa7g,TAEYANG,"TAEYANG Official YouTube Channel
태양 공식 유튜브 채널입니다.",2009-08-21T01:19:45Z,329333380.0,1830000.0,70.0,Taeyang,"['k-pop', 'korean r&b']",1359080.0,63.0,TAEYANG,351478.0,155.0,1.0,11.0,2721914.0,190801.0,7.009810008692413,Cook,5275541.0,413271.0,7.833717906845952,6,False,12812508.0,754878.0,5.891727052970426
270,2017-08-18,1,SEVENTEEN,,Rosemont Theatre,Rosemont,Illinois,United States,Chicago,US DOLLAR,My Music Taste,Asian Pop,"3,866",440116.5,"4,200",92%,65.00,215.00,113.84,8,Rosemont_Illinois_United States,SEVENTEEN,UCfkXDY7vwkcJ8ddFGz8KusA,SEVENTEEN,"#SEVENTEEN Official Youtube
#세븐틴 공식 유튜브
",2012-11-16T08:20:35Z,5396738590.0,11000000.0,1959.0,SEVENTEEN,"['k-pop', 'k-pop boy group']",11191473.0,79.0,Seventeen,33378003.0,290.0,1.0,48.0,3864.0,163.0,4.2184265010351965,Cook,5275541.0,413271.0,7.833717906845952,4,False,12812508.0,754878.0,5.891727052970426
271,2017-07-21,1,G-Dragon,,United Center,Chicago,Illinois,United States,Chicago,US DOLLAR,Live Nation,"Asian Pop, World","7,035",944142.72,"10,688",66%,86.00,208.00,134.21,7,Chicago_Illinois_United States,G-Dragon,UCeU5qTuBiqTU5z-hyL6WITQ,OfficialGDRAGON,"G-DRAGON Official YouTube Channel
G-DRAGON 공식 유튜브 채널입니다.",2012-07-17T04:18:48Z,264949182.0,2510000.0,3.0,G-Dragon,"['k-pop', 'k-rap']",2846502.0,58.0,G-DRAGON,896306.0,210.0,3.0,16.0,2721914.0,190801.0,7.009810008692413,Cook,5275541.0,413271.0,7.833717906845952,4,False,12812508.0,754878.0,5.891727052970426
272,2017-07-12,1,Monsta X,,Rosemont Theatre,Rosemont,Illinois,United States,Chicago,US DOLLAR,"AEG Presents, Powerhouse Live","Asian Pop, World","2,774",255560.0,"2,932",95%,52.00,197.00,92.13,7,Rosemont_Illinois_United States,Monsta X,UCZvCP6sWj75MwpUP4LVtpNw,MONSTA X,,2017-11-14T09:07:19Z,610146290.0,2570000.0,791.0,Monsta X,"['k-pop', 'k-pop boy group']",5163312.0,61.0,MONSTA X,3905428.0,4.0,0.0,22.0,3864.0,163.0,4.2184265010351965,Cook,5275541.0,413271.0,7.833717906845952,2,False,12812508.0,754878.0,5.891727052970426
273,2017-04-12,1,B.A.P.,,Rosemont Theatre,Rosemont,Illinois,United States,Chicago,US DOLLAR,"AEG Presents, Powerhouse Live","Asian Pop, Pop / Rock","1,208",146450.0,"2,172",56%,50.00,175.00,121.23,4,Rosemont_Illinois_United States,B.A.P.,UCjNqz4xqatELyN_UaEUjBrQ,BAP!,"IP: mc.bapserveris.lt
Versija: 1.20 - 1.20.2

BAP - nugalėk kitus ir tapk geriausiu!


Tai yra oficialus BAP kanalas, kur rasite kaip daryti įvairius dalykus Minecraft serveryje.

Daugiau informacijos atrasite mūsų svetainėje ir Discorde:
https://bapserveris.lt/
https://www.discord.io/BAPP


Socialiniai tinklai:
TikTok: https://www.tiktok.com/@bapserveris77
Facebook: https://www.facebook.com/BAPSERVER

",2020-06-27T21:10:45.37742Z,344182.0,2950.0,181.0,B.A.P.,[],6.0,17.0,B.A.P,818075.0,59.0,0.0,4.0,3864.0,163.0,4.2184265010351965,Cook,5275541.0,413271.0,7.833717906845952,2,False,12812508.0,754878.0,5.891727052970426
274,2016-11-10,1,CL,,Chicago Theatre,Chicago,Illinois,United States,Chicago,US DOLLAR,"AEG Presents, Madison House Presents",Asian Pop,"1,506",197586.0,"2,461",61%,78.50,303.50,131.2,11,Chicago_Illinois_United States,CL,UCuX8lXIexG8dRXFx54CVm2Q,CL Official Channel,"+CL+
",2019-11-21T01:13:35.854589Z,311334230.0,2080000.0,72.0,CL,['k-pop'],1180007.0,56.0,CL,12959.0,12.0,0.0,1.0,2721914.0,190801.0,7.009810008692413,Cook,5275541.0,413271.0,7.833717906845952,3,False,12812508.0,754878.0,5.891727052970426
275,2016-02-19,1,EXO,,Rosemont Theatre,Rosemont,Illinois,United States,Chicago,US DOLLAR,My Music Taste,"Asian Pop, World","4,359",586320.0,"4,359",100%,75.00,195.00,134.51,2,Rosemont_Illinois_United States,EXO,UCEUX9tUYqTFfPQdAgVNsKTA,EXO - Topic,"EXO, which is derived from ‘EXOPLANET’, a term denoting the planets outside the solar system, is a 9-member K-pop boy band. After making their anticipated debut in April 2012, EXO is now one of the “biggest K-POP boy band in the world”. Forbes noted their immense popularity on its “Korea Power Celebrity List”, which named them one of the Top 5 K-pop groups in 2014, 2017, and 2018. 
 
EXO’s first album XOXO (2013), containing the breakthrough hit “Growl” was a critical and commercial success. The album sold over 1 million copies, making them the first million-selling Korean artist in 12 years. Their subsequent releases also had strong sales, with all full-length albums each selling more than 1 million copies. EXO’s album Don’t Mess Up My Tempo (2018) is their highest charting-album on the US Billboard 200, debuting at number 23. 

Since their first headlining tour in 2014, EXO has performed over 100 concerts across four tours and participated in multiple joint tours, successfully wrapping up their 5th tour across Asia in 2019. In June 2021, EXO achieved their sixth ‘million seller’ status with their special album ‘DON’T FIGHT THE FEELING’, which not only topped various global charts, but marked No. 1 on iTunes music chart in 87 countries around the world, once again proving their title as the legendary K-POP group.",2013-12-19T04:19:26Z,745638823.0,518000.0,748.0,EXO,"['k-pop', 'k-pop boy group']",9418466.0,70.0,EXO,13666727.0,684.0,8.0,74.0,3864.0,163.0,4.2184265010351965,Cook,5275541.0,413271.0,7.833717906845952,4,False,12812508.0,754878.0,5.891727052970426
276,2015-07-24,1,BTS,,Rosemont Theatre,Rosemont,Illinois,United States,Chicago,US DOLLAR,Subkulture Entertainment,"Asian Pop, Rap / HipHop","3,022",383675.0,"3,022",100%,65.00,205.00,126.96,7,Rosemont_Illinois_United States,BTS,UCLkAepWjdylmXSltofFvsYQ,BANGTANTV,This is the official YouTube channel of BTS. 방탄소년단 공식 유튜브 채널 입니다.,2012-12-17T03:20:38Z,22738385172.0,77800000.0,2492.0,BTS,"['k-pop', 'k-pop boy group', 'pop']",72498170.0,87.0,BTS,39771925.0,2225.0,24.0,155.0,3864.0,163.0,4.2184265010351965,Cook,5275541.0,413271.0,7.833717906845952,4,False,12812508.0,754878.0,5.891727052970426
279,2012-12-15,1,"""B96 Jingle Bash""","Justin Bieber, Pitbull Daycare, Carly Rae Jepsen, Psy",Allstate Arena,Rosemont,Illinois,United States,Chicago,US DOLLAR,(In-House Promotion),RB / Soul,"17,600",1010000.0,"17,600",100%,39.50,135.00,57.39,12,Rosemont_Illinois_United States,"""B96 Jingle Bash""",UCAnQoz5XlxxoBdysEiyuyDg,Phedra Wade,,2012-11-19T00:33:30Z,38.0,0.0,2.0,"""B96 Jingle Bash""",[],3575.0,25.0,,,,,,3864.0,163.0,4.2184265010351965,Cook,5275541.0,413271.0,7.833717906845952,5,False,12812508.0,754878.0,5.891727052970426
280,2010-08-14,1,EXO,,Lincoln Hall,Chicago,Illinois,United States,Chicago,US DOLLAR,(In-House Promotion),"Asian Pop, World",366,5022.0,400,92%,12.00,15.00,13.72,8,Chicago_Illinois_United States,EXO,UCEUX9tUYqTFfPQdAgVNsKTA,EXO - Topic,"EXO, which is derived from ‘EXOPLANET’, a term denoting the planets outside the solar system, is a 9-member K-pop boy band. After making their anticipated debut in April 2012, EXO is now one of the “biggest K-POP boy band in the world”. Forbes noted their immense popularity on its “Korea Power Celebrity List”, which named them one of the Top 5 K-pop groups in 2014, 2017, and 2018. 
 
EXO’s first album XOXO (2013), containing the breakthrough hit “Growl” was a critical and commercial success. The album sold over 1 million copies, making them the first million-selling Korean artist in 12 years. Their subsequent releases also had strong sales, with all full-length albums each selling more than 1 million copies. EXO’s album Don’t Mess Up My Tempo (2018) is their highest charting-album on the US Billboard 200, debuting at number 23. 

Since their first headlining tour in 2014, EXO has performed over 100 concerts across four tours and participated in multiple joint tours, successfully wrapping up their 5th tour across Asia in 2019. In June 2021, EXO achieved their sixth ‘million seller’ status with their special album ‘DON’T FIGHT THE FEELING’, which not only topped various global charts, but marked No. 1 on iTunes music chart in 87 countries around the world, once again proving their title as the legendary K-POP group.",2013-12-19T04:19:26Z,745638823.0,518000.0,748.0,EXO,"['k-pop', 'k-pop boy group']",9418466.0,70.0,EXO,13666727.0,684.0,8.0,74.0,2721914.0,190801.0,7.009810008692413,Cook,5275541.0,413271.0,7.833717906845952,5,False,12812508.0,754878.0,5.891727052970426
281,2009-08-02,1,EXO,Absentstar,Schubas Tavern,Chicago,Illinois,United States,Chicago,US DOLLAR,(In-House Promotion),"Asian Pop, World",211,1998.0,211,100%,8.00,10.00,9.47,8,Chicago_Illinois_United States,EXO,UCEUX9tUYqTFfPQdAgVNsKTA,EXO - Topic,"EXO, which is derived from ‘EXOPLANET’, a term denoting the planets outside the solar system, is a 9-member K-pop boy band. After making their anticipated debut in April 2012, EXO is now one of the “biggest K-POP boy band in the world”. Forbes noted their immense popularity on its “Korea Power Celebrity List”, which named them one of the Top 5 K-pop groups in 2014, 2017, and 2018. 
 
EXO’s first album XOXO (2013), containing the breakthrough hit “Growl” was a critical and commercial success. The album sold over 1 million copies, making them the first million-selling Korean artist in 12 years. Their subsequent releases also had strong sales, with all full-length albums each selling more than 1 million copies. EXO’s album Don’t Mess Up My Tempo (2018) is their highest charting-album on the US Billboard 200, debuting at number 23. 

Since their first headlining tour in 2014, EXO has performed over 100 concerts across four tours and participated in multiple joint tours, successfully wrapping up their 5th tour across Asia in 2019. In June 2021, EXO achieved their sixth ‘million seller’ status with their special album ‘DON’T FIGHT THE FEELING’, which not only topped various global charts, but marked No. 1 on iTunes music chart in 87 countries around the world, once again proving their title as the legendary K-POP group.",2013-12-19T04:19:26Z,745638823.0,518000.0,748.0,EXO,"['k-pop', 'k-pop boy group']",9418466.0,70.0,EXO,13666727.0,684.0,8.0,74.0,2721914.0,190801.0,7.009810008692413,Cook,5275541.0,413271.0,7.833717906845952,6,False,12812508.0,754878.0,5.891727052970426
282,2007-08-12,1,EXO,Alison Breitman,Schubas Tavern,Chicago,Illinois,United States,Chicago,US DOLLAR,(In-House Promotion),"Asian Pop, World",112,1046.0,150,75%,8.00,10.00,9.34,8,Chicago_Illinois_United States,EXO,UCEUX9tUYqTFfPQdAgVNsKTA,EXO - Topic,"EXO, which is derived from ‘EXOPLANET’, a term denoting the planets outside the solar system, is a 9-member K-pop boy band. After making their anticipated debut in April 2012, EXO is now one of the “biggest K-POP boy band in the world”. Forbes noted their immense popularity on its “Korea Power Celebrity List”, which named them one of the Top 5 K-pop groups in 2014, 2017, and 2018. 
 
EXO’s first album XOXO (2013), containing the breakthrough hit “Growl” was a critical and commercial success. The album sold over 1 million copies, making them the first million-selling Korean artist in 12 years. Their subsequent releases also had strong sales, with all full-length albums each selling more than 1 million copies. EXO’s album Don’t Mess Up My Tempo (2018) is their highest charting-album on the US Billboard 200, debuting at number 23. 

Since their first headlining tour in 2014, EXO has performed over 100 concerts across four tours and participated in multiple joint tours, successfully wrapping up their 5th tour across Asia in 2019. In June 2021, EXO achieved their sixth ‘million seller’ status with their special album ‘DON’T FIGHT THE FEELING’, which not only topped various global charts, but marked No. 1 on iTunes music chart in 87 countries around the world, once again proving their title as the legendary K-POP group.",2013-12-19T04:19:26Z,745638823.0,518000.0,748.0,EXO,"['k-pop', 'k-pop boy group']",9418466.0,70.0,EXO,13666727.0,684.0,8.0,74.0,2721914.0,190801.0,7.009810008692413,Cook,5275541.0,413271.0,7.833717906845952,6,False,12812508.0,754878.0,5.891727052970426
291,2022-06-01,1,Monsta X,,FLA Live Arena,Sunrise,Florida,United States,Miami-Ft. Lauderdale,US DOLLAR,Live Nation,"Asian Pop, World","6,318",513149.5,"6,901",92%,39.50,149.50,81.22,6,Sunrise_Florida_United States,Monsta X,UCZvCP6sWj75MwpUP4LVtpNw,MONSTA X,,2017-11-14T09:07:19Z,610146290.0,2570000.0,791.0,Monsta X,"['k-pop', 'k-pop boy group']",5163312.0,61.0,MONSTA X,3905428.0,4.0,0.0,22.0,96510.0,4532.0,4.69588643663869,Broward,1944375.0,75922.0,3.904699453551912,2,False,21538187.0,643682.0,2.988561664916365
