Unnamed: 0.1,Unnamed: 0,Event Date,# Shows,Headliner,Support,Venue,City,State,Country,Market,Company Type,Currency,Promoter,Genre,Avg. Tickets Sold,Avg. Gross USD,Avg. Event Capacity,Avg. Capacity Sold,Ticket Price Min,Ticket Price Max,Ticket Price Avg. USD,Unnamed: 21,Month,Location,yt name,yt Channel ID,yt Title,yt Description,yt Published At,yt View Count,yt Subscriber Count,yt Video Count,sp artist_name,sp artist_genre,sp followers,sp popularity,day_of_week,is_holiday,Total population,Asian alone population,Asian percentage,County,Total_Population_County,Total_Asian_Population_County,Asian_Percentage_County
142,140,2/14/23,1,P1harmony,,Austin City Limits Live at The Moody Theater,Austin,Texas,United States,Austin,,US DOLLAR,C3 Presents,Asian Pop,1852,214838.0,3046,61,89.0,165.0,116.0,,2,Austin_Texas_United States,P1harmony,UCe-XzQhLaq4zS_mPXzuc_2Q,P1Harmony,"P1Harmony Official YouTube Channel
피원하모니 공식 유튜브 계정입니다.",2020-08-25T09:49:33.713788Z,116554621,995000,1049,P1harmony,"['k-pop', 'k-pop boy group']",1053112,64,1,False,29145505,1585480,5.439878293,Travis,1290188,101038,7.831261800605803
143,157,1/26/23,1,P1harmony,,713 Music Hall,Houston,Texas,United States,Houston,,US DOLLAR,Live Nation,Asian Pop,2274,149265.0,4737,48,55.5,125.5,65.64,,1,Houston_Texas_United States,P1harmony,UCe-XzQhLaq4zS_mPXzuc_2Q,P1Harmony,"P1Harmony Official YouTube Channel
피원하모니 공식 유튜브 계정입니다.",2020-08-25T09:49:33.713788Z,116554621,995000,1049,P1harmony,"['k-pop', 'k-pop boy group']",1053112,64,3,False,29145505,1585480,5.439878293,Harris,4731145,349268,7.382314429170951
144,175,11/16/22,1,ATEEZ,,Dickies Arena,Fort Worth,Texas,United States,Dallas-Ft. Worth,,US DOLLAR,AEG Presents,Asian Pop,11023,1476046.0,11291,98,54.0,280.0,133.91,,11,Fort Worth_Texas_United States,ATEEZ,UC2e4Ukj5Pfr7cb3KpJAFBdQ,ATEEZ,ATEEZ(에이티즈) Official YouTube Channel,2018-06-27T01:57:58Z,856070112,3760000,1328,ATEEZ,"['k-pop', 'k-pop boy group']",3714443,73,2,False,29145505,1585480,5.439878293,Tarrant,2110640,129437,6.132594852746086
145,189,10/25/22,2,BLACKPINK,,American Airlines Center,Dallas,Texas,United States,Dallas-Ft. Worth,,US DOLLAR,AEG Presents,Asian Pop,11717,3006410.5,11717,100,79.5,225.15,256.59,,10,Dallas_Texas_United States,BLACKPINK,UCOmHUn--16B90oW2L6FRR3A,BLACKPINK,"BLACKPINK Official YouTube Channel
블랙핑크 공식 유튜브 채널입니다.

JISOO, JENNIE, ROSÉ, LISA
지수, 제니, 로제, 리사",2016-06-29T03:15:23Z,34947503963,93100000,592,BLACKPINK,"['k-pop', 'k-pop girl group', 'pop']",47764458,81,1,False,29145505,1585480,5.439878293,Dallas,2613539,183124,7.006744494725352
146,198,10/8/22,1,ENHYPEN,,Smart Financial Centre At Sugar Land,Sugar Land,Texas,United States,Houston,,US DOLLAR,"AEG Presents, HYBE",Asian Pop,6122,818798.0,6122,100,69.0,249.0,133.75,,10,Sugar Land_Texas_United States,ENHYPEN,UCArLZtok93cO5R9RI4_Y5Jw,ENHYPEN,"#ENHYPEN Official Youtube
#ENHYPEN 공식 유튜브",2020-08-10T12:46:00.218737Z,1786185504,9360000,1206,ENHYPEN,"['anime', 'k-pop boy group']",8062354,78,5,False,29145505,1585480,5.439878293,Fort Bend,822779,182537,22.185422817062662
147,201,10/6/22,1,Enhypen,,Dickies Arena,Fort Worth,Texas,United States,Dallas-Ft. Worth,,US DOLLAR,"AEG Presents, HYBE",Asian Pop,10043,1392457.0,11230,89,69.0,249.0,138.65,,10,Fort Worth_Texas_United States,Enhypen,UCArLZtok93cO5R9RI4_Y5Jw,ENHYPEN,"#ENHYPEN Official Youtube
#ENHYPEN 공식 유튜브",2020-08-10T12:46:00.218737Z,1786185504,9360000,1206,Enhypen,"['anime', 'k-pop boy group']",8062354,78,3,False,29145505,1585480,5.439878293,Tarrant,2110640,129437,6.132594852746086
149,217,8/26/22,1,Loona,,713 Music Hall,Houston,Texas,United States,Houston,,US DOLLAR,Live Nation,Asian Pop,3613,265415.0,4753,76,61.0,121.0,73.46,,8,Houston_Texas_United States,Loona,UCOJplhB0wGQWv9OuRmMT-4g,loonatheworld,"More about LOOΠΔ/ 

iTunes: https://itun.es/us/zV5Dgb
Spotify: https://goo.gl/LJpPj1

LOOΠΔ Official : http://www.loonatheworld.com
LOOΠΔ Instagram : https://www.instagram.com/loonatheworld/
LOOΠΔ Twitter : https://twitter.com/loonatheworld
LOOΠΔ Facebook : https://www.facebook.com/loonatheworld/
LOOΠΔ Official Korean Fan Cafe : http://cafe.daum.net/loonatheworld

Copyrights 2016 ⓒ BlockBerryCreative. All Rights Reserved.",2016-08-31T11:43:03Z,870271221,1940000,1113,Loona,"['k-pop', 'k-pop girl group']",2420902,56,4,False,29145505,1585480,5.439878293,Harris,4731145,349268,7.382314429170951
150,219,8/25/22,1,Loona,,The Music Hall At Fair Park,Dallas,Texas,United States,Dallas-Ft. Worth,,US DOLLAR,Live Nation,Asian Pop,2862,302485.67,3414,84,65.45,155.45,105.69,,8,Dallas_Texas_United States,Loona,UCOJplhB0wGQWv9OuRmMT-4g,loonatheworld,"More about LOOΠΔ/ 

iTunes: https://itun.es/us/zV5Dgb
Spotify: https://goo.gl/LJpPj1

LOOΠΔ Official : http://www.loonatheworld.com
LOOΠΔ Instagram : https://www.instagram.com/loonatheworld/
LOOΠΔ Twitter : https://twitter.com/loonatheworld
LOOΠΔ Facebook : https://www.facebook.com/loonatheworld/
LOOΠΔ Official Korean Fan Cafe : http://cafe.daum.net/loonatheworld

Copyrights 2016 ⓒ BlockBerryCreative. All Rights Reserved.",2016-08-31T11:43:03Z,870271221,1940000,1113,Loona,"['k-pop', 'k-pop girl group']",2420902,56,3,False,29145505,1585480,5.439878293,Dallas,2613539,183124,7.006744494725352
151,220,8/23/22,1,SEVENTEEN,,Dickies Arena,Fort Worth,Texas,United States,Dallas-Ft. Worth,,US DOLLAR,"HYBE, Live Nation",Asian Pop,9282,1117761.0,10106,92,59.5,179.5,120.42,,8,Fort Worth_Texas_United States,SEVENTEEN,UCfkXDY7vwkcJ8ddFGz8KusA,SEVENTEEN,"#SEVENTEEN Official Youtube
#세븐틴 공식 유튜브
",2012-11-16T08:20:35Z,5232358835,10800000,1894,SEVENTEEN,"['k-pop', 'k-pop boy group']",10974579,79,1,False,29145505,1585480,5.439878293,Tarrant,2110640,129437,6.132594852746086
152,223,8/20/22,1,SEVENTEEN,,Toyota Center,Houston,Texas,United States,Houston,,US DOLLAR,"HYBE, Live Nation",Asian Pop,9124,1136908.0,9484,96,59.5,179.5,124.61,,8,Houston_Texas_United States,SEVENTEEN,UCfkXDY7vwkcJ8ddFGz8KusA,SEVENTEEN,"#SEVENTEEN Official Youtube
#세븐틴 공식 유튜브
",2012-11-16T08:20:35Z,5232358835,10800000,1894,SEVENTEEN,"['k-pop', 'k-pop boy group']",10974579,79,5,False,29145505,1585480,5.439878293,Harris,4731145,349268,7.382314429170951
153,241,7/17/22,1,Tomorrow X Together,,Smart Financial Centre At Sugar Land,Sugar Land,Texas,United States,Houston,,US DOLLAR,HYBE,Asian Pop,6250,778228.0,6250,100,59.0,249.0,124.52,,7,Sugar Land_Texas_United States,Tomorrow X Together,UCtiObj3CsEAdNU6ZPWDsddQ,TOMORROW X TOGETHER OFFICIAL,"#투모로우바이투게더 공식 유튜브 입니다.
This is the official YouTube for #TOMORROW_X_TOGETHER",2018-12-21T01:41:52Z,1933565861,11600000,1942,Tomorrow X Together,"['k-pop', 'k-pop boy group']",9608554,76,6,False,29145505,1585480,5.439878293,Fort Bend,822779,182537,22.185422817062662
154,243,7/14/22,1,TOMORROW X TOGETHER,,Texas Trust CU Theatre At Grand Prairie,Grand Prairie,Texas,United States,Dallas-Ft. Worth,,US DOLLAR,HYBE,Asian Pop,6202,744240.0,6202,100,59.0,249.0,120.0,,7,Grand Prairie_Texas_United States,TOMORROW X TOGETHER,UCtiObj3CsEAdNU6ZPWDsddQ,TOMORROW X TOGETHER OFFICIAL,"#투모로우바이투게더 공식 유튜브 입니다.
This is the official YouTube for #TOMORROW_X_TOGETHER",2018-12-21T01:41:52Z,1933565861,11600000,1942,TOMORROW X TOGETHER,"['k-pop', 'k-pop boy group']",9608554,76,3,False,29145505,1585480,5.439878293,Dallas,2613539,183124,7.006744494725352
155,253,6/6/22,1,Monsta X,,Dickies Arena,Fort Worth,Texas,United States,Dallas-Ft. Worth,,US DOLLAR,Live Nation,"Asian Pop, World",10068,872200.0,10461,96,45.0,175.0,86.63,,6,Fort Worth_Texas_United States,Monsta X,UCZvCP6sWj75MwpUP4LVtpNw,MONSTA X,,2017-11-14T09:07:19Z,604090413,2570000,779,Monsta X,"['k-pop', 'k-pop boy group']",5137585,60,0,False,29145505,1585480,5.439878293,Tarrant,2110640,129437,6.132594852746086
156,291,1/15/20,1,Seventeen,,Smart Financial Centre At Sugar Land,Sugar Land,Texas,United States,Houston,,US DOLLAR,(In-House Promotion),Asian Pop,4793,511095.0,6517,74,55.0,175.0,106.63,,1,Sugar Land_Texas_United States,Seventeen,UCfkXDY7vwkcJ8ddFGz8KusA,SEVENTEEN,"#SEVENTEEN Official Youtube
#세븐틴 공식 유튜브
",2012-11-16T08:20:35Z,5232358835,10800000,1894,Seventeen,"['k-pop', 'k-pop boy group']",10974579,79,2,False,29145505,1585480,5.439878293,Fort Bend,822779,182537,22.185422817062662
157,318,7/27/19,1,Monsta X,,Smart Financial Centre At Sugar Land,Sugar Land,Texas,United States,Houston,,US DOLLAR,"AEG Presents, Goldenvoice","Asian Pop, World",5163,617794.0,5503,94,64.0,174.0,119.66,,7,Sugar Land_Texas_United States,Monsta X,UCZvCP6sWj75MwpUP4LVtpNw,MONSTA X,,2017-11-14T09:07:19Z,604090413,2570000,779,Monsta X,"['k-pop', 'k-pop boy group']",5137585,60,5,False,29145505,1585480,5.439878293,Fort Bend,822779,182537,22.185422817062662
158,329,7/3/19,1,Got7,,American Airlines Center,Dallas,Texas,United States,Dallas-Ft. Worth,,US DOLLAR,Live Nation,"Asian Pop, World",5974,431713.62,6644,90,44.0,194.0,72.27,,7,Dallas_Texas_United States,Got7,UC8HEl74jL3bLLwfDP1OALxw,GOT7,GOT7 Official YouTube,2012-02-02T07:43:35Z,934828590,6220000,579,Got7,"['k-pop', 'k-pop boy group']",6515511,59,2,False,29145505,1585480,5.439878293,Dallas,2613539,183124,7.006744494725352
159,346,5/5/19,1,NCT 127,,Smart Financial Centre At Sugar Land,Sugar Land,Texas,United States,Houston,,US DOLLAR,Subkulture Entertainment,Asian Pop,6294,813048.0,6294,100,74.0,210.0,129.18,,5,Sugar Land_Texas_United States,NCT 127,UCk2E0dbAyEJWnrN2bbQOcbg,NCT 127,"【Be There For Me - Winter Special Single】

Welcome to NCT 127 Official YouTube Channel!",2017-06-07T05:47:43Z,1191537788,5560000,727,NCT 127,"['k-pop', 'k-pop boy group']",7286630,69,6,False,29145505,1585480,5.439878293,Fort Bend,822779,182537,22.185422817062662
160,385,7/29/18,1,Monsta X,,Smart Financial Centre At Sugar Land,Sugar Land,Texas,United States,Houston,,US DOLLAR,"AEG Presents, Goldenvoice","Asian Pop, World",3383,375735.0,3383,100,60.0,200.0,111.07,,7,Sugar Land_Texas_United States,Monsta X,UCZvCP6sWj75MwpUP4LVtpNw,MONSTA X,,2017-11-14T09:07:19Z,604090413,2570000,779,Monsta X,"['k-pop', 'k-pop boy group']",5137585,60,6,False,29145505,1585480,5.439878293,Fort Bend,822779,182537,22.185422817062662
161,403,5/13/18,1,BABYMETAL,Skyharbor,Revention Music Center,Houston,Texas,United States,Houston,,US DOLLAR,Live Nation,"Asian Pop, Pop / Rock",2654,103649.5,2654,100,32.5,35.0,39.05,,5,Houston_Texas_United States,BABYMETAL,UC33_tIj4m1_XaqfFcomShvw,BABYMETAL,"BABYMETAL YouTube Official Channel
",2012-07-05T10:07:13Z,789630545,2880000,198,BABYMETAL,"['idol rock', 'j-metal', 'kawaii metal']",1860900,66,6,False,29145505,1585480,5.439878293,Harris,4731145,349268,7.382314429170951
162,405,5/11/18,1,BABYMETAL,Skyharbor,House Of Blues,Dallas,Texas,United States,Dallas-Ft. Worth,,US DOLLAR,(In-House Promotion),"Asian Pop, Pop / Rock",1675,60900.0,1675,100,35.0,49.5,36.36,,5,Dallas_Texas_United States,BABYMETAL,UC33_tIj4m1_XaqfFcomShvw,BABYMETAL,"BABYMETAL YouTube Official Channel
",2012-07-05T10:07:13Z,789630545,2880000,198,BABYMETAL,"['idol rock', 'j-metal', 'kawaii metal']",1860900,66,4,False,29145505,1585480,5.439878293,Dallas,2613539,183124,7.006744494725352
163,406,5/10/18,1,BABYMETAL,,Austin City Limits Live at The Moody Theater,Austin,Texas,United States,Austin,,US DOLLAR,(In-House Promotion),"Asian Pop, Pop / Rock",2576,117515.9,2576,100,35.0,50.0,45.62,,5,Austin_Texas_United States,BABYMETAL,UC33_tIj4m1_XaqfFcomShvw,BABYMETAL,"BABYMETAL YouTube Official Channel
",2012-07-05T10:07:13Z,789630545,2880000,198,BABYMETAL,"['idol rock', 'j-metal', 'kawaii metal']",1860900,66,3,False,29145505,1585480,5.439878293,Travis,1290188,101038,7.831261800605803
164,445,7/19/17,1,G-Dragon,,Toyota Center,Houston,Texas,United States,Houston,,US DOLLAR,Live Nation Global Touring,"Asian Pop, World",5598,729083.14,7796,72,65.5,219.0,130.24,,7,Houston_Texas_United States,G-Dragon,UCRfVrZpe3TA-LB4rutWAtkg,G-DRAGON - Topic,,2013-09-27T04:41:07Z,247347058,236000,190,G-Dragon,"['k-pop', 'k-rap']",2838266,58,2,False,29145505,1585480,5.439878293,Harris,4731145,349268,7.382314429170951
165,521,7/1/16,1,Got7,,Verizon Theatre At Grand Prairie,Grand Prairie,Texas,United States,Dallas-Ft. Worth,,US DOLLAR,AEG Presents,"Asian Pop, World",4356,489695.0,4356,100,65.0,215.0,112.42,,7,Grand Prairie_Texas_United States,Got7,UC8HEl74jL3bLLwfDP1OALxw,GOT7,GOT7 Official YouTube,2012-02-02T07:43:35Z,934828590,6220000,579,Got7,"['k-pop', 'k-pop boy group']",6515511,59,4,False,29145505,1585480,5.439878293,Dallas,2613539,183124,7.006744494725352
166,530,4/21/16,1,B.A.P.,,Verizon Theatre At Grand Prairie,Grand Prairie,Texas,United States,Dallas-Ft. Worth,,US DOLLAR,"AEG Presents, Goldenvoice","Asian Pop, Pop / Rock",1555,189780.0,3024,51,50.0,180.0,122.05,,4,Grand Prairie_Texas_United States,B.A.P.,UCjNqz4xqatELyN_UaEUjBrQ,BAP!,"IP: mc.bapserveris.lt
Versija: 1.20 - 1.20.2

BAP - nugalėk kitus ir tapk geriausiu!


Tai yra oficialus BAP kanalas, kur rasite kaip daryti įvairius dalykus Minecraft serveryje.

Daugiau informacijos atrasite mūsų svetainėje ir Discorde:
https://bapserveris.lt/
https://www.discord.io/BAPP


Socialiniai tinklai:
TikTok: https://www.tiktok.com/@bapserveris77
Facebook: https://www.facebook.com/BAPSERVER

",2020-06-27T21:10:45.37742Z,339577,2940,181,B.A.P.,"['k-pop', 'k-pop boy group']",721286,43,3,False,29145505,1585480,5.439878293,Dallas,2613539,183124,7.006744494725352
167,539,2/10/16,1,EXO,,Verizon Theatre At Grand Prairie,Grand Prairie,Texas,United States,Dallas-Ft. Worth,,US DOLLAR,My Music Taste,"Asian Pop, World",5539,792275.0,6693,83,75.0,195.0,143.04,,2,Grand Prairie_Texas_United States,EXO,UCEUX9tUYqTFfPQdAgVNsKTA,EXO - Topic,"EXO, which is derived from ‘EXOPLANET’, a term denoting the planets outside the solar system, is a 9-member K-pop boy band. After making their anticipated debut in April 2012, EXO is now one of the “biggest K-POP boy band in the world”. Forbes noted their immense popularity on its “Korea Power Celebrity List”, which named them one of the Top 5 K-pop groups in 2014, 2017, and 2018. 
 
EXO’s first album XOXO (2013), containing the breakthrough hit “Growl” was a critical and commercial success. The album sold over 1 million copies, making them the first million-selling Korean artist in 12 years. Their subsequent releases also had strong sales, with all full-length albums each selling more than 1 million copies. EXO’s album Don’t Mess Up My Tempo (2018) is their highest charting-album on the US Billboard 200, debuting at number 23. 

Since their first headlining tour in 2014, EXO has performed over 100 concerts across four tours and participated in multiple joint tours, successfully wrapping up their 5th tour across Asia in 2019. In June 2021, EXO achieved their sixth ‘million seller’ status with their special album ‘DON’T FIGHT THE FEELING’, which not only topped various global charts, but marked No. 1 on iTunes music chart in 87 countries around the world, once again proving their title as the legendary K-POP group.",2013-12-19T04:19:26Z,723151231,518000,748,EXO,"['k-pop', 'k-pop boy group']",9379264,70,2,False,29145505,1585480,5.439878293,Dallas,2613539,183124,7.006744494725352
168,542,11/8/15,1,B1A4,,Verizon Theatre At Grand Prairie,Grand Prairie,Texas,United States,Dallas-Ft. Worth,,US DOLLAR,AEG Presents,Asian Pop,557,101160.0,1791,31,100.0,200.0,181.62,,11,Grand Prairie_Texas_United States,B1A4,UCDBLl8TPgGzAzUGaqbpwAZA,B1A4 OFFICIAL +,B1A4 Official YouTube Channel,2011-04-12T07:22:21Z,243280162,732000,451,B1A4,"['k-pop', 'k-pop boy group']",553483,44,6,False,29145505,1585480,5.439878293,Dallas,2613539,183124,7.006744494725352
170,578,4/16/14,1,B.A.P.,,Verizon Theatre At Grand Prairie,Grand Prairie,Texas,United States,Dallas-Ft. Worth,,US DOLLAR,"AEG Presents, CJ E&M, CJ E&M America, Powerhouse Live","Asian Pop, Pop / Rock",2349,197195.0,2550,92,45.0,135.0,83.95,,4,Grand Prairie_Texas_United States,B.A.P.,UCjNqz4xqatELyN_UaEUjBrQ,BAP!,"IP: mc.bapserveris.lt
Versija: 1.20 - 1.20.2

BAP - nugalėk kitus ir tapk geriausiu!


Tai yra oficialus BAP kanalas, kur rasite kaip daryti įvairius dalykus Minecraft serveryje.

Daugiau informacijos atrasite mūsų svetainėje ir Discorde:
https://bapserveris.lt/
https://www.discord.io/BAPP


Socialiniai tinklai:
TikTok: https://www.tiktok.com/@bapserveris77
Facebook: https://www.facebook.com/BAPSERVER

",2020-06-27T21:10:45.37742Z,339577,2940,181,B.A.P.,"['k-pop', 'k-pop boy group']",721286,43,2,False,29145505,1585480,5.439878293,Dallas,2613539,183124,7.006744494725352
173,6,10/24/23,1,The Rose,,EagleBank Arena,Fairfax,Virginia,United States,Washington,,US DOLLAR,Live Nation,Asian Pop,4173,307551.5,5345,78,49.5,99.5,73.7,,10,Fairfax_Virginia_United States,The Rose,UClcbcYLmTpDeuK1EFeqh5uA,The Rose,"The Rose Official 🌹

Korean Alt Pop Band
DUAL OUT NOW
Info@transparentarts.com
Linktr.ee/theroseofficial

더로즈 공식 @official_ therose 
기타/보컬_우성 @iwoosung
건반,기타/보컬_도준 @parclassic
베이스_재형 @gud0011
드럼_하준 @I_hajoon",2016-12-16T07:48:04Z,278125618,1590000,210,The Rose,"['k-pop', 'k-pop boy group']",2605594,64,1,False,8631393,615436,7.130204823,Fairfax,1150309,235050,20.433640004555297
174,26,10/3/23,1,tripleS,,Capital One Hall,Tysons,Virginia,United States,Washington,,US DOLLAR,Mammoth,Asian Pop,331,34964.5,1561,21,49.5,219.5,105.63,,10,Tysons_Virginia_United States,tripleS,UCJnL-TBcsYrF2SLs7tmiC8Q,tripleS official,"tripleS

The idol of all possibillities 

The world's first decentralized artist.
",2022-02-16T08:35:10.003571Z,299998708,2280000,1404,tripleS,['k-pop girl group'],334787,56,1,False,8631393,615436,7.130204823,Fairfax,1150309,235050,20.433640004555297
175,258,5/24/22,1,Monsta X,,EagleBank Arena,Fairfax,Virginia,United States,Washington,,US DOLLAR,Live Nation,"Asian Pop, World",5747,586140.5,5801,99,49.5,149.5,101.99,,5,Fairfax_Virginia_United States,Monsta X,UCZvCP6sWj75MwpUP4LVtpNw,MONSTA X,,2017-11-14T09:07:19Z,604090413,2570000,779,Monsta X,"['k-pop', 'k-pop boy group']",5137585,60,1,False,8631393,615436,7.130204823,Fairfax,1150309,235050,20.433640004555297
176,7,10/24/23,1,Xikers,,The Patio Theater,Chicago,Illinois,United States,Chicago,,US DOLLAR,Sean Healy Presents,Asian Pop,969,124696.0,1012,96,60.0,250.0,128.69,,10,Chicago_Illinois_United States,Xikers,UCPtC0MXSW40Qq7RkhsCXjUQ,xikers,"xikers(싸이커스) Official YouTube Channel
",2022-11-15T14:21:56.347452Z,37578254,375000,846,Xikers,['k-pop boy group'],332220,50,1,False,12812508,754878,5.891727053,Cook,5275541,413271,7.833717906845952
177,8,10/22/23,1,ENHYPEN,,United Center,Chicago,Illinois,United States,Chicago,,US DOLLAR,"AEG Presents, HYBE",Asian Pop,12748,2484011.0,12748,100,59.5,549.5,194.85,,10,Chicago_Illinois_United States,ENHYPEN,UCArLZtok93cO5R9RI4_Y5Jw,ENHYPEN,"#ENHYPEN Official Youtube
#ENHYPEN 공식 유튜브",2020-08-10T12:46:00.218737Z,1786185504,9360000,1206,ENHYPEN,"['anime', 'k-pop boy group']",8062354,78,6,False,12812508,754878,5.891727053,Cook,5275541,413271,7.833717906845952
178,15,10/13/23,1,Stay-C,,Rosemont Theatre,Rosemont,Illinois,United States,Chicago,,US DOLLAR,AEG Presents,Asian Pop,3251,342660.0,3475,94,50.0,180.0,105.4,,10,Rosemont_Illinois_United States,Stay-C,UCod5V2dpnpJLklGvVOv5FcQ,STAYC,STAYC Official YouTube Channel,2020-08-13T01:05:04.141732Z,1087639391,1710000,896,Stay-C,[],223,8,4,False,12812508,754878,5.891727053,Cook,5275541,413271,7.833717906845952
